row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
9,bel,Cyrl,"Акрамя таго, Рынг урэгуляваў спрэчку з ахоўнай кампаніяй-канкурэнтам «АДТ Карпарэйшн».","Акрамя таго, Рынг урэгуляваў спрэчку з а",rus,UNKNOWN,False
10,bel,Cyrl,"Нягледзячы на тое, што адна з вакцын, якая знаходзіцца на стадыі эксперыменту, можа апынуцца здольнай знізіць узровень смяротнасці ад ліхаманкі Эбола, дагэтуль ніводны прэпарат дакладна не прадэманстраваў сваёй прыдатнасці для лячэння інфекцыі, што ўжо ёсць.","Вы правы, на текучей стадии исследования вакцин против вируса Эбола существует несколько",rus,UNKNOWN,False
11,bel,Cyrl,"Першапачаткова адзін з кактэйляў з антыцел, ZMapp, уяўляўся шматабяцальным у гэтай вобласці, аднак афіцыйныя даследаванні прадэманстравалі меншую яго карысць, чым трэба было для прадухілення смерці.","З вашей фразы зрозуміло, що перша розроблена терапія проти вірусної",ukr,UNKNOWN,False
12,bel,Cyrl,"У ходзе клінічных выпрабаванняў PALM прэпарат Zmapp выкарыстоўваўся ў якасці кантрольнага. Гэта значыць, што яго выкарыстоўвалі як арыенцір, параўноўваючы з ім тры астатнія прэпараты.","Так, у ходзе клінічных выпрабаванняў палатныя умовы",rus,UNKNOWN,False
13,bel,Cyrl,"Камітэт гімнастыкі ЗША падтрымлівае ліст Алімпійскага камітэту ЗША і выказвае згоду з тым, што Алімпійскай сям'і трэба ў абавязковым парадку стварыць для ўсіх спартсменаў бяспечныя ўмовы.",Камітэт гімнастыкі ЗША (США) падтрымлівае ліст А,ukr,UNKNOWN,False
14,bel,Cyrl,"Мы згодны з заявай Алімпійскага камітэта Злучаных Штатаў аб тым, што калі ў нашай арганізацыі адбудуцца важныя змены, гэта будзе ў інтарэсах спартсменаў і клубаў, а таксама відаў спорту, якія яны прадстаўляюць. Пазбаўленне ліцэнзіі ў дадзеным выпадку не лепшае выйсце.",Заява Олімпійського комітету Сполучених Штатів (USOC) про необхідність значних змін у,ukr,UNKNOWN,False
15,bel,Cyrl,"Асацыяцыя гімнастыкі ЗША падтрымлівае незалежнае расследаванне, бо яно можа праліць святло на тое, якім чынам аб'юз у такіх маштабах, што без страху апісалі выхаванцы Лары Насара, якія прайшлі праз гэта, мог заставацца незаўважным такі працяглы час. У ім ідзе гаворка і пра адпаведныя неабходныя змены.",Асацыяцыя гімнастыкі ЗША (США) падтрымлівае,ukr,UNKNOWN,False
16,bel,Cyrl,"Камітэт па гімнастыцы і Алімпійскі камітэт ЗША аб'яднаны адной мэтай — зрабіць гімнастыку і іншыя віды спорту максімальна бяспечнымі для атлетаў, каб тыя маглі ператвараць свае мары ў жыццё ў бяспечным, пазітыўным асяроддзі, дзе шмат магчымасцей.",Камітэт па гімнастыцы і Алімпійскі камітэт ЗША (Зь,ukr,UNKNOWN,False
17,bel,Cyrl,"Бжэзінскі выконваў функцыі саветніка Джона Кенэдзі на працягу 1960-х, пасля чаго ў той жа якасці працаваў у адміністрацыі Ліндана Б. Джонсана.",Бжэзінскі выконваў функцыі саветніка Джона Кенэд,rus,UNKNOWN,False
18,bel,Cyrl,"Падчас выбараў 1976 г. ён кансультаваў Картара па знешняй палітыцы, затым з 1977 па 1981 гг. змяніў на пасадзе Генры Кісінджэра і працаваў саветнікам па нацыянальнай бяспецы.","Конечно, более сложная версия предложения: ""После выборов 1976 года он консуль",rus,UNKNOWN,False
19,bel,Cyrl,"У якасці аналітыка па пытаннях нацыянальнай бяспекі ён па дыпламатычных каналах дапамагаў Картэру разбірацца з рознымі міжнароднымі пытаннямі. У якасці прыкладу можна прывесці падпісанне Кэмп-Дэвідскіх пагадненняў у 1978 годзе, нармалізацыю амерыкана-кітайскіх стасункаў прыблізна ў канцы 1970-х гадоў, Іранскую рэвалюцыю, што скончылася крызісам з захопам заложнікаў у 1979 годзе, і савецкае ўварванне ў Афганістан у 1979 годзе.","У якасці аналітыка нацыянальнай бяспекі, д",ukr,UNKNOWN,False
20,bel,Cyrl,"Гэты фільм, галоўнымі зоркамі якога сталі Эма Стоўн і Раян Гослінг, быў заяўлены ва ўсіх асноўных намінацыях.","Гэты фільм, галоўнымі актарамі якого стали Эма Стоў",ukr,UNKNOWN,False
21,bel,Cyrl,"Адпаведна, Гослінга і Стоўн намінавалі на лепшую мужчынскую і жаночую ролю.","Так, Адпаведна (Adapting), Гослінга (Gosling)",bul,UNKNOWN,False
22,bel,Cyrl,"Лепшы фільм, рэжысёр, аператар, дызайн касцюма, мантаж, саўндтрэк, дэкарацыі, гукамантаж, звядзенне фанаграмы і арыгінальны кінасцэнарый — вось якія яшчэ ёсць намінацыі.","Вы знаце правду, гэта вялікае сцягло в твор",ukr,UNKNOWN,False
23,bel,Cyrl,"Дзве песні, якія гучалі ў фільме «Кінапробы» («Летуценны дурань» і «Горад зорак»), былі намінаваны на лепшую арыгінальную песню. Студыя «Лаенсгейт», якая атрымала 26 намінацый, апярэдзіла ўсе астатнія студыі па гэтаму паказчыку.",У фільме «Кінапробы» («Летуценны дурань» і «,ukr,UNKNOWN,False
24,bel,Cyrl,"У заяве, падрыхтаванай прэс-сакратаром, Прэзідэнт ЗША Дональд Трамп позна ў нядзелю адзначыў, што амерыканскія войскі хутка выйдуць з Сірыі.","У заяві, підписаній прес-секретарем, президент США Дональд Трамп оголосив у",ukr,UNKNOWN,False
0,bem,Latn,"“Natukwata nomba ba kwindi abali ne myeshi 4 abo pali ino nshita abashikwete ubulwele bwa dayabetisi ubo bakwete kale,” efyo balundilepo.","Translation: ""We have noted with concern that as of today, 4 out of 10",eng,UNKNOWN,True
1,bem,Latn,"Bashing’anga ba Ehud Ur, ba pulofesa bafya miti pe sukulu likalamba ilya Dalhousie University mu Halifax, Nova Scotia kabili abakumupando mu ciputulwa ca fipatala ne miti mu kabungwe ka Canadian Diabetes Association bapeele ubusoko bwakuti ukufwailisha kucili munshiku shakutendekela.","Ehud Ur, pulofesa bafya miti pe sukulu likalamba ilya",ind,UNKNOWN,False
2,bem,Latn,"Pamo fye nga bambi abafikukile insakwe, nabo bene bacili baletwishika nga cakuti ubulwele bwa dayabetisi kuti bwaposhiwa, ukwishiba ukuti ifilesangwa muli uku kufwailisha tafikwete ubupilibulo ku bantu abo abakwata kale dayabetisi ya Musango 1.",Iilanga eye kufika ekufeni kwimfana yabantwa,swa,UNKNOWN,False
3,bem,Latn,"Pali Cimo, ba Sara Danius, ba kalemba mukalamba aba kabungwe ka Nobel Committee for Literature pa Swedish Academy, babilishe linkpalwalala ilyo kwali pulogilamu ya pa cilimba pa mulabasa wa Sveriges Radio mu Sweden ukutila akabungwe, panuma ya kufilwa ukufika kuli Bob Dylan pa mulandu wakucimfya icikombe ca 2016 Nobel Prize mufya Kulemba, kalilabileko ku kwesha kwa kufika kuli wena.","Pali Cimo, Sara Danius, na komite ya Nobel pa literaturi (Nobel Committee",ita,UNKNOWN,False
4,bem,Latn,"Ba Danius batile, “Pali ino nshita tapali ifyo tulecita. Nalituma ama foni na ma imelo kuli kakondenkanya uwa mupalamina sana elyo nalipokelela amasuko aya mutende sana. Pali ino nshita, ico cine cili fye bwino sana.”","Terjemahan dari teks yang Anda berikan dalam bahasa Indonesia adalah:

""Ba Danius berkata",ind,UNKNOWN,False
5,bem,Latn,"Ku nshiku sha kunuma, Umukalamba we bumba lya Ring, Jamie Siminoff, alandile ukutila akampani kakwe katendeke ilyo inyenjele ya ciibi cakwe tayaleumfwika sana ukufuma kwi tuuka lyakwe mu garaji yakwe.","Ku nshiku sha kunuma, Umukalamba we bumba lya Ring, Jamie",swa,UNKNOWN,False
6,bem,Latn,"Alipangile inyenjele yapa cibi iya WiFi, efyo alandile.","Alipangile inyenjele yapa cibi iya WiFi (ang. ""How to",swa,UNKNOWN,False
7,bem,Latn,Siminoff atile amakwebo yalilundilwepo panuma ya kumoneka kwakwe ukwa mu 2013 mu lyashi lya Shark Tank umo abasangilwe muli ili lyashi balikene ukulipilila indalama sha kutendekela.,Siminoff atile amakwebo yalilundilwepo panuma ya kumone,swa,UNKNOWN,False
8,bem,Latn,"Mu kupwa kwa mwaka wa 2017, Siminoff alimonekele pa mulabasa wa fikope uwa makwebo uwa QVC.","Kupwa kwa mwaka wa 2017, Siminoff alimonekele pa",swa,UNKNOWN,False
9,bem,Latn,"Ibumba lya Ring nalyena lyalipwishishe umulandu waliko na kampani ka bucingo ako alecimfyanya nakena, aka ADT Corporation.","Ibumba lya Ring (ring.co.za), nalyena lyalipwish",tgl,UNKNOWN,False
10,bem,Latn,"Nangu cakuti umuti wa kwesha umo ulemoneka ngo wingacefya imfwa ishikumine ku bulwele bwa Ebola, ukufika pali ino nshita takwaba umuti uwamonekela pa lwalala ukuti kuti waposha ubulwele ubwabako.",Nangu cakuti umuti wa kwesha umo ulemoneka ngo wingacefya im,swa,UNKNOWN,False
11,bem,Latn,"Umuti basangile uwa kulwisha ubulwele mu mubili uyo baleita ukutila Zmapp, pa kutendeka walemoneka kwati kuti wabomba bwino sana, lelo ukufwailisha kulelangilila ukutila wali no kwafwilishako fye panono ku kucicintila imfwa.",Ikiwa siya kufikira kwati ukutila Zmapp basangise um,swa,UNKNOWN,False
12,bem,Latn,"Mu kwesha kwa PALM, umuti wa ZMapp wabombele ngecakupindulwila, icilepilibula ukuti abasayanshi baubomfeshe ngecakupashanyako ilyo balepashanya ku miti imbi itatu.","Mu kwesha kwa PALM (Platform for Animal and Human Health), umuti wa ZMapp",swa,UNKNOWN,False
13,bem,Latn,Ibumba lya Mangalo ya Gymnastics ilyaku USA liletungilila inkalata ya kabungwe ka United States Olympic Committee no kusumina ubukabilo bwa lupwa lwa ma Olympic ukutungilila incende iyamutende kuli bonse abangala amangalo ya lubilo.,Ibumba lya Mangalo ya Gymnastics ilyaku USA (USAG) liletung,swa,UNKNOWN,False
14,bem,Latn,"Twasumina ku mashiwi yaba USOC ayakutila amakabilo ya bantu besu abangala amangalo ya lubilo, amabumba yabo, pamo no bwangalo bwabo, bengabombelwa bwino ukupitila mu kuya kuntanshi nokwaluka ukusuma mu kabungwe kesu ukucila ukupokwa ifitupa.",The text you've provided seems to be in a blend of Shona (a language from Zimbabwe),eng,UNKNOWN,True
15,bem,Latn,Ibumba lya Mangalo ya Gymnastics ilyaku USA liletungilila ukufwailisha ukwaibela uko ukwingasanika ulubuuto ulupya pafyo ukulufyanya kwa ciputulwa icalondolwelwe bwino sana nabantu abapuswike ku Larry Nassar kwaikele ukwabula ukwishibikwa pa nshita iitali elyo kabili balepokelela ukwaluka ukuli konse ukwingafwaikwa.,Ibumba lya Mangalo ya Gymnastics ilyaku USA (USA Gymnastics) liletung,tgl,UNKNOWN,False
16,bem,Latn,"Ibumba lya Mangalo ya Gymnastics ilyaku USA pamo ne lya USOC yakwata ibutukilo limo line — ukulenga ubwangalo bwa kutolauka nolubilo, namangalo yambi ukuba ayacingililwa bwino pakuti abangala aya mangalo bengakonka bwino ifiloto fyabo muncende isha mutende, ishisuma kabili ishatungililwa.",Ibumba lya Mangalo ya Gymnastics ilyaku USA (USAG) yabw,swa,UNKNOWN,False
17,bem,Latn,"Mumyaka yonse iyamuma 1960, ba Brzezinski balebomba kuli ba John F. Kennedy nga mpandamano wabo elyo namu butungulushi bwaba Lyndon B. Johnson.","Zanapi: Mumyaka yonse iyamuma 1960, ba",tgl,UNKNOWN,False
18,bem,Latn,"Mu kusala kwa mu 1976 bapandileko ba Carter amano pa milandu ya kunse ya calo, elyo kabili babombele ngaba National Security Advisor (NSA) ukufuma mu mwaka wa 1977 ukufika mu 1981, ukupyana pali ba Henry Kissinger.","Kusala kwa mu 1976, bapandileko ba Carter amano",swa,UNKNOWN,False
19,bem,Latn,"Ilyo balebomba ngaba NSA, balyafwilisheko ba Carter mu kubombela bwino pa milandu iikumine isonde lyonse, pamo nga Camp David Accords, mu 1978; ukuwamya ubwampano bwa US–China mu kupwa kwa myaka yamuma 1970; Ukwimina kwa Buteko bwa Iran, ukwalengele kube ukwikata kwaba nkole mu Iran, mu 1979; elyo no kusansa kwa calo ca Afghanistan kubena Soviet, mu 1979.","Ilyo balebomba ngaba NSA (National Security Agency, Agensi Amanatwa N",tgl,UNKNOWN,False
