language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
ben,/m/03d16vl_place_of_birth_/m/0cr3d,লুসিল্লে উল্লেনরোড,place_of_birth,লুসিল্লে উল্লেনরোড জন্ম হয়েছিল _____ তে।,"['লিসবন', 'হাভানা', 'ব্রুকলিন', 'বোহেমিয়া']",ব্রুকলিন,ব্রুকলিন,True
ben,/m/02vrqgt_place_of_birth_/m/0824r,হেনরি এস. মগুন,place_of_birth,হেনরি এস. মগুন জন্ম হয়েছিল _____ তে।,"['মুম্বই', 'উইসকনসিন', 'ওকল্যান্ড', 'ইংল্যান্ড']",উইসকনসিন,ওকল্যান্ড,False
ben,/m/0gfcp4_place_of_birth_/m/04jpl,ওয়ালি স্টকার,place_of_birth,ওয়ালি স্টকার জন্ম হয়েছিল _____ তে।,"['পর্তুগাল', 'নেপলস', 'লন্ডন', 'মাল্টা']",লন্ডন,মাল্টা,False
ben,/m/03g_8cj_place_of_birth_/m/0hyxv,জোনাথান শিয়ারার,place_of_birth,জোনাথান শিয়ারার জন্ম হয়েছিল _____ তে।,"['কলম্বো', 'কানেটিকাট', 'ফ্লোরেন্স', 'গ্লাসগো']",গ্লাসগো,ফ্লোরেন্স,False
ben,/m/0gj8kxv_place_of_birth_/m/0lphb,চার্লস টি. ক্লোটফেল্টের,place_of_birth,চার্লস টি. ক্লোটফেল্টের জন্ম হয়েছিল _____ তে।,"['বার্মিংহাম', 'বাল্টিমোর', 'মর্লে', 'টটেনহ্যাম']",বার্মিংহাম,বাল্টিমোর,False
ben,/m/09d6gt_place_of_birth_/m/04jpl,স্টান রোজেন্থাল,place_of_birth,স্টান রোজেন্থাল জন্ম হয়েছিল _____ তে।,"['সিঙ্গাপুর', 'গ্রানাডা', 'বাগদাদ', 'লন্ডন']",লন্ডন,লন্ডন,True
ben,/m/02rlpx0_place_of_birth_/m/095w_,জিওর্জি ব্রোডি,place_of_birth,জিওর্জি ব্রোডি জন্ম হয়েছিল _____ তে।,"['ব্রাডফোর্ড', 'বুদাপেস্ট', 'সাভানা', 'ভেনিস']",বুদাপেস্ট,ভেনিস,False
ben,/m/06q3zg_place_of_birth_/m/0dclg,হেনরি টেলর,place_of_birth,হেনরি টেলর জন্ম হয়েছিল _____ তে।,"['কেমব্রিজশায়ার', 'ফিলাডেলফিয়া', 'কেনিয়া', 'শার্লট']",ফিলাডেলফিয়া,ফিলাডেলফিয়া,True
ben,/m/09g77ms_place_of_birth_/m/02frhbc,স্টিভ সুন্ধোলম,place_of_birth,স্টিভ সুন্ধোলম জন্ম হয়েছিল _____ তে।,"['ওকল্যান্ড', 'পোর্টল্যান্ড', 'লাহোর', 'মুম্বই']",পোর্টল্যান্ড,পোর্টল্যান্ড,True
ben,/m/02xbm45_place_of_birth_/m/02jx1,ফ্রান্সিস উাদদেলোভ,place_of_birth,ফ্রান্সিস উাদদেলোভ জন্ম হয়েছিল _____ তে।,"['ব্রাডফোর্ড', 'কাজান', 'ডারহাম', 'ইংল্যান্ড']",ইংল্যান্ড,ডারহাম,False
ben,/m/02q_jzg_place_of_birth_/m/0g0rp,জন হেথ,place_of_birth,জন হেথ জন্ম হয়েছিল _____ তে।,"['ওরচেস্টার', 'টাম্পা', 'ঘানা', 'প্রাগ']",ওরচেস্টার,ঘানা,False
ben,/m/056bz6m_place_of_birth_/m/04jpl,হ্যারি জভি তাবোর,place_of_birth,হ্যারি জভি তাবোর জন্ম হয়েছিল _____ তে।,"['লন্ডন', 'চেস্টা্রফিল্ড', 'টাকোমা', 'পর্তুগাল']",লন্ডন,টাকোমা,False
ben,/m/02qstmp_place_of_birth_/m/0cr3d,জো তোরেস,place_of_birth,জো তোরেস জন্ম হয়েছিল _____ তে।,"['লিসবন', 'ব্রুকলিন', 'উইনিপেগ', 'অরল্যান্ডো']",ব্রুকলিন,উইনিপেগ,False
ben,/m/0bvhsd_place_of_birth_/m/0cvw9,শরদিন্দু মুখার্জি,place_of_birth,শরদিন্দু মুখার্জি জন্ম হয়েছিল _____ তে।,"['কলকাতা', 'রাশিয়া', 'ম্যানচেস্টার', 'মেইন']",কলকাতা,ম্যানচেস্টার,False
ben,/m/0dmjm0_place_of_birth_/m/029czt,পিটার স্মিথ,place_of_birth,পিটার স্মিথ জন্ম হয়েছিল _____ তে।,"['সিনসিনাটি', 'নরফোক', 'লিউব্লিয়ানা', ""ম্যান'সফিল্ড""]",ম্যান'সফিল্ড,লিউব্লিয়ানা,False
ben,/m/05p58h1_place_of_birth_/m/0q34g,জেনিফার মোইলে,place_of_birth,জেনিফার মোইলে জন্ম হয়েছিল _____ তে।,"['লেগোস', 'পেন্সিল্\u200cভেনিয়া', 'নরউইচ', 'ইউটা']",নরউইচ,পেন্সিল্‌ভেনিয়া,False
ben,/m/0glsj46_place_of_birth_/m/01l63,হ্যামিলটন স্লোন,place_of_birth,হ্যামিলটন স্লোন জন্ম হয়েছিল _____ তে।,"['হোবার্ট', 'কনস্টান্টিনোপল', 'বেলফাস্ট', 'চেস্টার']",বেলফাস্ট,বেলফাস্ট,True
ben,/m/02pbcqq_place_of_birth_/m/06y57,ব্রাড হেল্ড,place_of_birth,ব্রাড হেল্ড জন্ম হয়েছিল _____ তে।,"['অস্ট্রেলিয়া', 'আর্কানসাস', 'স্প্রিংফিল্ড', 'সিডনি']",সিডনি,স্প্রিংফিল্ড,False
ben,/m/070dz6_place_of_birth_/m/01q1j,বাইরোন ফালচের,place_of_birth,বাইরোন ফালচের জন্ম হয়েছিল _____ তে।,"['ক্যামব্রিজ', 'এডমন্টন', 'কর্নওয়াল', 'হাভানা']",কর্নওয়াল,কর্নওয়াল,True
ben,/m/05c473r_place_of_birth_/m/01_d4,রবার্ট ই. মেরিম,place_of_birth,রবার্ট ই. মেরিম জন্ম হয়েছিল _____ তে।,"['মিশর', 'কাজান', 'বার্কলে', 'শিকাগো']",শিকাগো,বার্কলে,False
ben,/m/02rhf_l_place_of_birth_/m/0xhj2,ইউজেনে এলিয়ট রীড,place_of_birth,ইউজেনে এলিয়ট রীড জন্ম হয়েছিল _____ তে।,"['ওয়াটারফোর্ড', 'ওয়ারউইকশায়ার', 'আরভাইন', 'ম্যানচেস্টার']",ম্যানচেস্টার,ওয়াটারফোর্ড,False
ben,/m/05b3msz_place_of_birth_/m/0345h,সিনথিয়া ক্রুজ,place_of_birth,সিনথিয়া ক্রুজ জন্ম হয়েছিল _____ তে।,"['ওকল্যান্ড', 'জার্মানি', 'ইংল্যান্ড', 'ওয়েলিংটন']",জার্মানি,ইংল্যান্ড,False
ben,/m/0c3wl6c_place_of_birth_/m/02hgz,স্টেফেন ম্যাকোনাগল,place_of_birth,স্টেফেন ম্যাকোনাগল জন্ম হয়েছিল _____ তে।,"['জাকার্তা', 'ডেরি', 'বোর্নিও', 'কুইন্\u200cস']",ডেরি,বোর্নিও,False
ben,/m/03qf69z_place_of_birth_/m/01l63,কির্ক হান্টার,place_of_birth,কির্ক হান্টার জন্ম হয়েছিল _____ তে।,"['পেন্সিল্\u200cভেনিয়া', 'মেইন', 'আয়ারল্যান্ড', 'বেলফাস্ট']",বেলফাস্ট,আয়ারল্যান্ড,False
ben,/m/01t8fh_place_of_birth_/m/05qtj,পল লাক্রইক্স,place_of_birth,পল লাক্রইক্স জন্ম হয়েছিল _____ তে।,"['প্যারিস', 'রিচমন্ড', 'স্ট্রাটফোর্ড', 'টটেনহ্যাম']",প্যারিস,স্ট্রাটফোর্ড,False
ben,/m/0bbxtnd_place_of_birth_/m/04jpl,ক্লিফ জোন্স,place_of_birth,ক্লিফ জোন্স জন্ম হয়েছিল _____ তে।,"['লন্ডন', 'ওয়েলিংটন', 'বুদাপেস্ট', 'কোলচেস্টার']",লন্ডন,বুদাপেস্ট,False
ben,/m/047rhn0_place_of_birth_/m/0824r,জান শ্রাইবার,place_of_birth,জান শ্রাইবার জন্ম হয়েছিল _____ তে।,"['ভেনিস', 'রিডিং', 'বাকিংহামশায়ার', 'উইসকনসিন']",উইসকনসিন,বাকিংহামশায়ার,False
ben,/m/05_60lb_place_of_birth_/m/07_f2,জন ডেসিউ,place_of_birth,জন ডেসিউ জন্ম হয়েছিল _____ তে।,"['ফ্লোরেন্স', 'ম্যানচেস্টার', 'ম্যাডিসন', 'ভার্মন্ট']",ভার্মন্ট,ভার্মন্ট,True
ben,/m/03y6h2l_place_of_birth_/m/035dk,গ্রেগরি উডস,place_of_birth,গ্রেগরি উডস জন্ম হয়েছিল _____ তে।,"['রিচমন্ড', 'অস্টিন', 'ঘানা', 'ফ্লোরিডা']",ঘানা,ফ্লোরিডা,False
ben,/m/0654n9_place_of_birth_/m/05fhy,এডউইন সাদারল্যান্ড,place_of_birth,এডউইন সাদারল্যান্ড জন্ম হয়েছিল _____ তে।,"['লাহোর', 'নেব্রাস্কা', 'নক্সভিল', 'সান্ডারল্যান্ড']",নেব্রাস্কা,সান্ডারল্যান্ড,False
ben,/m/0glxh9_place_of_birth_/m/02m77,অ্যালেক্সজান্দের স্মিথ,place_of_birth,অ্যালেক্সজান্দের স্মিথ জন্ম হয়েছিল _____ তে।,"['ব্রেন্ডন', 'এডিনবরা', 'অসলো', 'রোম']",এডিনবরা,এডিনবরা,True
ben,/m/02xn9n_place_of_birth_/m/052bw,ব্রায়ান কাল্লিসন,place_of_birth,ব্রায়ান কাল্লিসন জন্ম হয়েছিল _____ তে।,"['ম্যানচেস্টার', 'হ্যাম্পশায়ার', 'ওয়াটারফোর্ড', 'ওয়াটারলু']",ম্যানচেস্টার,ওয়াটারফোর্ড,False
